"","MAD5","MAD10","MAD20","MAD30","RMSE5","RMSE10","RMSE20","RMSE30","MAPE5","MAPE10","MAPE20","MAPE30","IOA5","IOA10","IOA20","IOA30","FB5","FB10","FB20","FB30"
"imputeTS_linear",3.83333333333333,8.69393939393939,9.2,8.81935483870968,4.54530721423945,9.88602007037963,11.309542977451,10.6735438277257,3.69118635128667,7.96823403940417,9.53425389606567,9.04998213477524,0.512231921831274,0.564800610396319,0.540758627917568,0.428708975237177,0.0476039596355292,0.0969241731618816,0.107629345311134,0.0822519481261659
"imputeTS_spline",5.85164974974772,3.13376121321024,16.8251969328699,27.3364158482294,6.61746799822274,3.7573081366022,20.0006620144129,32.4057227942391,4.96565257935593,3.00228586772293,17.378935600113,27.8671062920291,0.497093352765362,0.834498758390893,0.342794690404002,0.313577261828308,0.0127671612940603,0.0244763817381782,0.213560442362011,0.358218396044888
"imputeTS_stine",3.55722409184294,7.89543799822289,8.67798705292449,10.0737521056788,4.09486734953339,9.04026604938766,10.7829318600609,12.1145428451384,3.29802614885644,7.3481407296135,9.08720633083214,10.5548947183197,0.536753423450374,0.610753068550511,0.611488159078945,0.482083959563165,0.031972602857398,0.0955881775146609,0.101832469959181,0.117455260822196
"imputeTS_kalman",0.6,0.524242424242424,0.83095238095238,2.46129032258064,0.829993306532582,0.641179468722378,0.978742309260465,3.00051001239719,0.525378601070843,0.446170236920669,0.708576558569319,2.13029209746766,0.845771144278607,0.897480075365999,0.875010225965357,0.849074359886651,0.00286123032904149,0.00256519880290724,0.00680124448303305,0.0195635816403311
"imputeTS_locf",0.8,1.2,1.78333333333333,4.71111111111111,0.942809041582063,1.34164078649987,1.93362066830309,5.95266104019882,0.682962809133977,1.01333519606186,1.52091484173958,4.07912890675181,0.814814814814815,0.810126582278481,0.791587311909871,0.767207967831875,0.00579710144927536,0.0097954479976952,0.0156879994135327,0.037037037037037
"zoo_naapprox",0.6,0.524242424242424,0.830952380952381,2.46129032258065,0.829993306532582,0.641179468722378,0.978742309260465,3.0005100123972,0.525378601070843,0.446170236920669,0.70857655856932,2.13029209746766,0.845771144278607,0.897480075365999,0.875010225965357,0.849074359886651,0.00286123032904149,0.00256519880290724,0.00680124448303305,0.0195635816403311
"zoo_naspline",1.09650439937786,0.818744981957887,3.86603565564657,9.28508096454138,1.34871204224215,0.968563185120116,4.41000340530667,11.0871856229013,0.954671924695456,0.699498292476807,3.30464054666038,8.07722294868639,0.815691441908802,0.899843046534749,0.766761100637618,0.714563015344258,0.00625695698887744,0.00300843045019729,0.0313993707667692,0.0899859107707129
